name_id,xy,page_ark,catalog_no,section,name,vintage,perprice,caseprice,bottle_type,type,wine_type,color,country,entry_name,entry_perprice,entry_caseprice,entry_country,entry_vintage,entry_color,entry_variety,entry_region,entry_province,name_dis,xy_dis,score
d7ps3c-002_1_8,"{447,-4651}",d7ps3c-002,54,Champagnes on Sale,"CREMANT BLANC DE BLANCS, Roederer",1964,9.25,100.00,Standard,wine,Sparkling,White,France,CREMANT BLANC DE BLANCS Roederer,9.25,100.00,,,white,,,,1,148,0
d7ps3c-006_1_13,"{1888,-5444}",d7ps3c-006,409,The Great 1964 Burgundies,"LA TACHE (Domaine de la Romanee
Conti)",1964,15.70,169.50,Standard,wine,Still,Red,France,TACHE Domaine de Romanee Conti,1.69,15.70,France,,,,La Romanee,,9,52,280.2
d7ps3c-006_1_5,"{1904,-3238}",d7ps3c-006,440,The Great 1964 Burgundies,"CHAMBOLLE MUSIGNY, LES
CHARMES (Cambola)",1964,4.49,48.50,Standard,wine,Still,Red,France,CHAMBOLLE MUSIGNY LES CHARMES Cambola,4.40,45.50,France,,,,Chambolle Musigny,,4,57,1.8
d7ps3c-006_2_1,"{282,-2990}",d7ps3c-006,329,The Great 1964 Burgundies,BOURGOGNE ROUGE (Nicolas),1964,1.99,21.50,Standard,wine,Still,Red,France,BOURGOGNE,1.99,21.50,France,,,,Bourgogne,,16,76,0
d7tg6n-004_3_21,"{462,-4501}",d7tg6n-004,56,French Champagnes-Bottles,Mumm's Cordon Rouge Brut,1959,8.89,97.82,Standard,wine,Sparkling,White,France,Cordon Rouge Brut,8.89,97.82,,1959,red,,,,7,31,0
d7tg6n-004_4_11,"{2118,-4317}",d7tg6n-004,46,French Champagnes-Magnums,Mumm's Cordon Rouge Brut,1959,18.37,101.04,Magnum,wine,Sparkling,White,France,Cordon Rouge Brut,18.37,101.04,,1959,red,,,,7,15,0
d7tg6n-004_4_17,"{2122,-4976}",d7tg6n-004,30,French Champagnes-Jeraboams,Mumm's Cordon Rouge Brut,0,31.98,87.95,Jeroboam,wine,Sparkling,White,France,Cordon Rouge Brut,31.98,87.95,,,red,,,,7,27,0
d7tg6n-004_4_7,"{2122,-4098}",d7tg6n-004,17,French Champagnes-Magnums,Krug Brut Reserve Private Cuvee,0,16.70,90.20,Magnum,wine,Sparkling,White,France,Krug Brut Reserve Private Cuvee,16.70,90.20,Romania,,,,,,0,18,0
d7v88n-004_1_2,"{443,-2574}",d7v88n-004,-1,Champagne for Parties,George Goulet,1952,6.95,76.45,Standard,wine,Sparkling,White,France,French,6.95,76.45,France,,,,,Champagne,11,443,0
d7vc79-003_1_11,"{556,-3656}",d7vc79-003,62,French Champagnes,Mumm's Cordon Rouge Brut,0,8.80,95.04,Standard,wine,Sparkling,White,France,GER,8.95,96.66,,,,,,,21,32,2.99999999999997
d7vc79-003_1_21,"{560,-4925}",d7vc79-003,106,French Champagnes,Piper Heidsick Brut,1964,10.60,114.48,Standard,wine,Sparkling,White,France,PIPER HEIDSIECK BRUT,10.75,,France,1964,,,,,1,43,3.00000000000001
d7ws37-000_1_18,"{757,-3858}",d7ws37-000,Q,Moselles Wines,Trierer Kreuzberg Auslese,1949,2.99,34.75,Standard,wine,Still,White,Germany,EET TRIERER KREUZRERG AUSLESE (Orig Landes Weinbaul,2.99,34.75,France,1949,,,Landes,,27,172,0
d7z30t-008_1_2,"{666,-2008}",d7z30t-008,155,French Champagnes on Sale,Ayala Gold Label Brut,1952,4.99,56.50,Standard,wine,Sparkling,White,France,AYALA GOLD LABEL BRUT,4.99,56.50,France,1952,,,,,0,261,0
d7z30t-008_2_4,"{683,-4072}",d7z30t-008,49,Other World-Famous Champagnes,Moet & Chandon White Seal Brut,0,5.91,63.83,Standard,wine,Sparkling,White,France,MOET CHANDON WHITE SEAL BRUT,5.91,63.83,US,,white,,,,2,116,0
d7z30t-008_3_1,"{2309,-3462}",d7z30t-008,34,Other World-Famous Champagnes,Louis Roederer Brut,1952,8.17,88.15,Standard,wine,Sparkling,White,France,LOUIS ROEDERER BRUT,8.17,88.15,France,1952,,,,,0,113,0
d7z30t-008_3_10,"{2302,-4255}",d7z30t-008,98,Other World-Famous Champagnes,Bollinger Brut,1952,8.79,94.95,Standard,wine,Sparkling,White,France,[LANSON BRUT Gea,8.90,96.12,France,1949,,,,,11,115,2.20000000000002
d7z30t-008_3_13,"{2313,-4502}",d7z30t-008,43,Other World-Famous Champagnes,Louis Roederer Rose,1949,9.77,105.52,Standard,wine,Sparkling,Rosé,France,LOUIS ROEDERER RUSL LOUIS ROEDERER CRIST,105.52,,France,,,,,,21,124,1915
d70597-012_1_1,"{328,-2221}",d70597-012,252,1969 Vintage,Clair-Dau Pinot Noir De Marsannay,1969,3.49,37.70,Standard,wine,Still,Red,France,PINOT NOIR DE 'MARSANNAY Sess ST CETL,3.49,37.70,France,,,Pinot Noir,Marsannay,,24,11,0
d7101s-026_1_13,"{427,-3112}",d7101s-026,72,French Champagnes,Lanson Red Label Brut,1964,12.85,138.75,Standard,wine,Sparkling,White,France,LANSON RED LABEL BRUT,12.85,138.78,France,1964,red,,,,0,36,0
d7101s-026_1_24,"{415,-3883}",d7101s-026,91,French Champagnes,King Brut Reserve,0,19.95,215.46,Standard,wine,Sparkling,White,France,KRUG BRUT RESERVE,19.95,215.46,Romania,,,,,,2,30,0
d7101s-026_1_32,"{391,-4921}",d7101s-026,21,Other Sparkling Wines from France,Langlois Chateau Blanc de Blancs,0,5.35,57.78,Standard,wine,Sparkling,White,France,LANGLOIS CHATEAU BLANC DE BLANCS,5.35,57.78,France,,white,,,,0,7,0
d7101s-026_1_33,"{395,-5120}",d7101s-026,1183,Other Sparkling Wines from France,Kriter Brut,1972,5.49,60.30,Standard,wine,Sparkling,White,France,KRITER BRUT,5.49,60.80,France,1972,,,,,0,22,0
d71s3g-005_1_4,"{578,-1553}",d71s3g-005,155,Champagnes on Sale,Ayala Gold Label Brut,1959,4.99,56.50,Standard,wine,Sparkling,White,France,AYALA GOLD LABEL BRUT,4.99,56.50,France,1959,,,,,0,328,0
d7388t-003_1_8,"{3306,-2806}",d7388t-003,-1,Champagne,Bollinger English Market,1929,5.95,63.00,Fifth,wine,Sparkling,White,,English Market,5.95,63.00,,1929,,,,,10,834,0
d7388t-004_1_3,"{1083,-1033}",d7388t-004,-1,Champagnes,"Cliquot, Vueve Gold Label, Brut",1928,5.50,59.00,Fifth,wine,Sparkling,White,,Yellow Label,4.98,54.00,,,,,,,23,122,10.4
d73s33-006_1_9,"{584,-4851}",d73s33-006,27,"""Best Buys"" In Champagne for the New Year's Celebration",Dom Perignon,0,27.00,145.80,Magnum,wine,Sparkling,White,France,DOM PERIGNON MAGNUM,27.00,145.80,,,,,,,7,201,0
d76k5q-008_1_4,"{508,-3530}",d76k5q-008,6,French Champagnes and Sparkling Wines,Clos Clos des Cordeliers Rose Brut,0,4.99,53.90,Standard,wine,Sparkling,Rosé,France,CLOS DES CORDELIERS ROSE BRUT,4.99,53.90,France,,rose,,,,5,146,0
d79w2m-004_1_11,"{305,-4095}",d79w2m-004,280,A Library of Rare Old Clarets,"CHATEAU PICHON LONGUEVILLE

LALANDE (Pauillac)",1953,8.95,96.65,Standard,wine,Still,Red,France,LINALLEAU DRAINALINE (OL,81.95,,,,,,,,35,16,1460
d79w2m-004_1_21,"{309,-5115}",d79w2m-004,392,A Library of Rare Old Clarets,CHATEAU HAUT BRION (Graves),1952,14.50,156.00,Standard,wine,Still,Red,France,CHATEAU MARGAUX (Margaux),14.50,156.00,France,,,,Margaux,,15,11,0
d79w2m-004_2_14,"{2093,-4787}",d79w2m-004,5068,A Library of Rare Old Clarets,"CHATEAU PICHON LONGUEVILLE

LALANDE (Pauillac)",1926,11.95,129.00,Standard,wine,Still,Red,France,CHATEAU PICHON LONGUEVILLE LALANDE (Pauillac),19.75,214.00,France,1928,,,Pauillac,,2,19,156
d79w2m-009_1_9,"{324,-4998}",d79w2m-009,144,The Great 1961 Clarets,"CHATEAU CALON SEGUR
 (St. Estephe)",1964,5.99,64.70,Standard,wine,Still,Red,France,CHATEAU CALON SEGUR (Saint Estephe),64.70,,France,,,,,,5,83,1174.2
d79w2m-026_2_7,"{2100,-4065}",d79w2m-026,402,The Great White Burgandies of the Blessed 1966 vintage,LE MONTRACHET,1964,9.95,107.45,Standard,wine,Still,White,France,"",3.95,107.45,,,,,,,13,29,120
d79w2m-029_1_10,"{252,-5022}",d79w2m-029,431,Clarets of the 1962 Vintage,CHATEAU CANTEMERLE (Macau-Medoc),1962,3.99,43.10,Standard,wine,Still,Red,France,CHATEAU CANTEMERLE (Macar=Medoo),3.89,43.10,France,,,,,,3,70,2
d79w2m-038_1_4,"{241,-1816}",d79w2m-038,497,The Charming Vin Roses of France,"ALOUETTE, ANIOU

CABERNET ROSE, 1967 . .",,1.79,19.35,Standard,wine,Still,Rosé,France,ALOUETTE ANJOU CABERNET ROSE Bordeaux,1.79,19.35,,1967,rose,Cabernet,Anjou,Bordeaux,13,89,0
d79w2m-038_2_8,"{255,-4891}",d79w2m-038,347,White Bordeaux,"CHATEAU LAVILLE HAUT

BRION (Graves)",1964,3.19,34.45,Standard,wine,Still,White,France,(Graves) BRION Woltner The,3.19,34.45,,1964,,,Graves,Other,28,105,0
d7ds3w-012_1_17,"{400,-3343}",d7ds3w-012,-1,Champagnes for the Holidays,Louis Roederer Brut,0,6.25,67.47,Standard,wine,Sparkling,White,France,LOUIS ROEDERER BRUT,6.25,67.47,France,,,,,,0,2,0
d7ds3w-012_1_26,"{396,-3993}",d7ds3w-012,-1,Champagnes for the Holidays,Louis Roederer Brut,1945,7.75,83.69,Standard,wine,Sparkling,White,France,LOUIS ROEDERER BRUT,7.75,83.69,France,1945,,,,,0,6,0
d7ds3w-012_1_32,"{396,-4438}",d7ds3w-012,-1,Champagnes for the Holidays,Mumm's Cordon Rouge Brut,1947,8.18,90.01,Standard,wine,Sparkling,White,France,MUMM'S CORDON ROUGE,0.01,8.18,,,red,,,,5,6,163.4
d7f598-021_3_1,"{501,-4577}",d7f598-021,-1,The Important Champagne Event of 1975,English Cuvee Brut,0,8.95,96.66,Standard,wine,Sparkling,White,France,ENGLISH CUVEE BRUT APN,8.95,96.66,,,,,,,4,21,0
d7g01t-025_1_29,"{535,-3759}",d7g01t-025,36,French Champagnes,Perrier Jouet Special Reserve,1969,19.95,215.46,Standard,wine,Sparkling,White,France,PERRIER JOUET SPECIAL RESERVE,19.95,215.46,France,,,,,,0,167,0
d7g01t-025_1_33,"{531,-4119}",d7g01t-025,30,French Champagnes,Moet Dom Perignon,1969,25.95,280.26,Standard,wine,Sparkling,White,France,MOET DOM PERIGNON,25.95,280.26,,1969,,,,,0,162,0
d7h014-013_2_8,"{3428,-3378}",d7h014-013,49,French Champagne,Moet & Chandon Brut Imperial,0,14.29,154.33,Standard,wine,Sparkling,White,France,MOET CHANDON BRUT IMPERIAL,14.29,134.93,Chile,,,,,,2,232,0
d7js34-025_1_1,"{530,-1234}",d7js34-025,39,French Champagnes on Sale,Paul Durany Brut English Cuvee,0,3.99,46.75,Standard,wine,Sparkling,White,France,PAUL DURANY BRUT ENGLISH CUVEE,3.99,46.75,Spain,,,,,,0,91,0
d7js34-025_1_5,"{570,-2079}",d7js34-025,25,French Champagnes on Sale,Ledoyen Blanc de Blancs Brut,1959,5.99,68.50,Standard,wine,Sparkling,White,France,AYALA GOLD LABEL BRUT just Europe winelisted Europe This Champagne astonishingly cost Half LEDOYEN BLANC DE BLANCS BRUT,5.99,68.50,France,1959,white,,,Champagne,86,129,0
d7js34-026_1_18,"{663,-3785}",d7js34-026,56,Pick Your Favorite French Champagne,Mumm's Cordon Rouge Brut,1959,8.89,97.82,Standard,wine,Sparkling,White,France,Louis Roederer Brut,9.60,103.75,France,1959,,,,,14,27,14.2
d7kw23-008_1_8,"{376,-4637}",d7kw23-008,97,French Champagne,Charles Heidsieck Cuvee Royal,1961,11.95,129.06,Standard,wine,Sparkling,White,France,CHARLES HEIDSIECK CUVEE ROYAL,1.95,1294.06,France,1961,,,,,0,66,200
d7kw23-008_2_2,"{2119,-2773}",d7kw23-008,81,Other Champagnes And Sparkling Wines,Boyer Brut (Haut-Savoie),1966,3.99,43.10,Standard,wine,Sparkling,White,France,BOYER BRUT (Haute Savoie),3.99,43.10,France,1966,,,Savoie,,2,22,0
d7kw23-009_1_17,"{490,-4637}",d7kw23-009,887,Alsatian Wines,Gewurztraminer Grand Cru,1966,3.19,34.65,Standard,wine,Still,Red,France,887 GEWURZTRAMINER GRAND CRU,3.19,34.65,Italy,1966,,Gewurztraminer,,,4,30,0
d7ms3r-029_1_15,"{720,-4903}",d7ms3r-029,116,French Champagnes,Bollinger R.D.,1959,15.50,167.40,Standard,wine,Sparkling,White,France,This,19.59,,,,,,,,13,247,81.8
d7ms3r-030_1_14,"{526,-4721}",d7ms3r-030,1157,"Sparkling ""Cold Duck""",Almaden (Calif.),0,3.20,34.56,Standard,wine,Sparkling,Rosé,United States of America,ALMADEN (Calif,3.20,24.56,,,,,,,2,129,0
d7pp4q-023_1_11,"{388,-2542}",d7pp4q-023,105,French Champagne,Perrier Jouet Brut,1971,10.95,118.26,Standard,wine,Sparkling,White,France,POLROGER BRUT,10.95,118.25,,,,,,,9,26,0
d7pp4q-023_1_23,"{408,-3513}",d7pp4q-023,106,French Champagne,Piper Heidsieck Brut,1971,15.89,171.61,Standard,wine,Sparkling,White,France,RENEE LALOU,17.99,194.29,,1971,,,,,16,39,42
d7pp4q-023_1_28,"{424,-4217}",d7pp4q-023,30,French Champagne,Moet & Chandon Dom Perignon,1970,29.89,322.81,Standard,wine,Sparkling,White,France,MOET CHANDON DOM PERIGNON,29.89,322.81,US,,,,,,2,52,0
d7pp4q-023_2_10,"{2028,-2442}",d7pp4q-023,48,American Champagne,Domaine Chandon Pinot Noir Brut,0,8.99,97.09,Standard,wine,Sparkling,Red,United States of America,DOMAINE CHANDON PINOT NOIR BRUT,8.99,97.09,US,,,Pinot Noir,,,0,10,0
d7pp4q-023_2_18,"{2200,-4325}",d7pp4q-023,87,Coteaux Champenois,Charbaut Blanc de Blancs Coteaux Champenois,0,3.99,43.10,Standard,wine,Still,White,France,CHARBAUT BLANC DE BLANCS COTEAUX CHAMPENOIS,3.99,43.10,,,white,,,,0,172,0
d7ps3c-006_1_10,"{1884,-4635}",d7ps3c-006,5004,The Great 1964 Burgundies,GRANDS ECHEZEAUX (Muzneret),1964,5.99,64.70,Standard,wine,Still,Red,France,GRANDS ECHEZEAUX Mugneret,5.99,64.70,France,,,,Grands Echezeaux,,3,53,0
d7ps3c-006_1_4,"{1904,-2994}",d7ps3c-006,5003,The Great 1964 Burgundies,ECHEZEAUX (Mugneret),1964,4.49,48.50,Standard,wine,Still,Red,France,ECHEZEAUX Mugneret Eman Reset kde TAIN Ixdad,4.49,43.50,France,,,,Echezeaux,,27,32,0
d7ps3c-006_1_7,"{1880,-3722}",d7ps3c-006,-999,The Great 1964 Burgundies,NUITS ST GEORGES VAUCRAINS (H. Ganzes),1964,4.79,51.75,Standard,wine,Still,Red,France,VOLNAY CHAMPANS Marquis,4.79,51.75,France,,,,Volnay,,31,74,0
d7ps3c-006_2_6,"{302,-4783}",d7ps3c-006,509,The Great 1964 Burgundies,FIXIN CLOS NAPOLEON (Gelin),1964,3.79,40.95,Standard,wine,Still,Red,France,FIXIN CLOS NAPOLEON Gelin Northernmost Cote de Nuits Comparable TORS RWI,3.79,40.95,,,,,Fixin,,48,84,0
d7qp41-014_2_8,"{2132,-3535}",d7qp41-014,903,The Wines of America / The Red Wines of America,Almaden Pinot Noir,0,2.29,24.78,Standard,wine,Still,Red,United States of America,PINOT NOIR (Almaden),23.29,24.78,,,,Pinot Noir,,,18,5,420
d7tg6n-004_3_19,"{458,-4397}",d7tg6n-004,68,French Champagnes-Bottles,Roederer Blanc de Blancs,1960,8.77,94.75,Standard,wine,Sparkling,White,France,Roederer Blanc de Blanes,8.77,94.75,,1960,white,,,,1,26,0
d7tg6n-004_3_28,"{458,-4893}",d7tg6n-004,23,French Champagnes-Bottles,Mumm's Cordon Rouge Rose,1955,9.99,109.88,Standard,wine,Sparkling,Rosé,France,Cordon Rouge Rose,9.99,109.88,,1955,red,,,,7,30,0
d7tg6n-004_3_3,"{462,-3523}",d7tg6n-004,L38,French Champagnes-Bottles,Duminy Brut,1959,5.99,65.95,Standard,wine,Sparkling,White,France,Duminy Brut,5.99,65.95,,1958,,,,,0,35,0
d7tg6n-004_4_2,"{2150,-3543}",d7tg6n-004,15,French Champagnes-Bottles,Louis Roederer Cristal,1959,13.80,149.00,Standard,wine,Sparkling,White,France,Louis Roederer Cristal,13.80,149.00,France,1959,,,,,0,56,0
d7v88n-004_2_8,"{524,-1867}",d7v88n-004,-1,Champagne for Parties,Duminy Extra Dry,0,7.78,45.95,Magnum,wine,Sparkling,White,France,Charles Heidsieck,8.56,91.89,France,1953,,,,,16,524,15.6
d7vc79-003_1_12,"{556,-3856}",d7vc79-003,34,French Champagnes,Louis Roederer Brut,1966,8.99,97.10,Standard,wine,Sparkling,White,France,Another Very LOUIS ROEDERER BRUT,8.99,97.10,,1966,,,,Other,13,44,0
d7ws37-000_1_13,"{677,-3248}",d7ws37-000,L,Rhine Wines,Schloss Johannisberg Auslese,1949,1.99,44.50,Half Bottle,wine,Still,White,Germany,SCHLOSS JOHANNISBERG AUSLESE (Orig Von Met,3.79,42.50,US,1949,,,,,14,91,36
d7z30t-008_3_11,"{2316,-4391}",d7z30t-008,9,Other World-Famous Champagnes,Pol Roger Brut,1949,9.40,101.52,Standard,wine,Sparkling,White,France,BRUT ROGER POL,9.40,101.52,,,,,,,8,126,0
d70597-003_1_2,"{441,-1649}",d70597-003,536,RED COUNTRY WINES,Cahors,1970,2.49,26.90,Standard,wine,Still,Red,France,Caves Mont Tauch CAHORS,2.49,26.90,France,1970,,,Cahors,,17,120,0
d7101s-025_1_3,"{419,-2360}",d7101s-025,858,Wines of America,Burgandy (Sonoma Vineyards),1971,2.49,26.90,Standard,wine,Still,Red,United States of America,BURGUNDY (Sonoma Vineyards),2.49,26.90,,1971,,,,Burgundy,1,66,0
d7101s-026_1_12,"{423,-3052}",d7101s-026,62,French Champagnes,Mumm Cordon Rouge Brut,0,11.99,129.49,Standard,wine,Sparkling,White,France,MUMM CORDON ROUGE BRUT,11.99,129.49,,,red,,,,0,33,0
d7101s-026_1_27,"{411,-4118}",d7101s-026,61,French Champagnes,Krug Blanc de Blancs,1966,22.50,243.00,Standard,wine,Sparkling,White,France,KRUG BLANC DE BLANCS,22.50,243.00,,1966,white,,,,0,26,0
d7101s-026_1_5,"{435,-2641}",d7101s-026,11,French Champagne,Charles Heidsieck Brut,0,9.95,107.46,Standard,wine,Sparkling,White,France,CHARLES HEIDSIECK BRUT,9.95,107.46,France,,,,,,0,43,0
d7101s-026_1_7,"{419,-2753}",d7101s-026,105,French Champagnes,Perrier Jouet Brut,1969,10.95,118.26,Standard,wine,Sparkling,White,France,PERRIER JOUET BRUT,10.95,118.26,France,1969,,,,,0,27,0
d71s3g-005_1_1,"{566,-1072}",d71s3g-005,97,Champagnes on Sale,"St. Michel Brut (Finger Lakes, N.Y.)",0,2.79,31.50,Standard,wine,Sparkling,White,United States of America,SAINT MICHEL BRUT (Finger Lakes,2.79,31.50,US,,,,Finger Lakes,,11,319,0
d72013-005_1_6,"{804,-3130}",d72013-005,634,Bordeaux Rouges,CHATEAU LATOUR (Pauillac),1963,4.49,48.50,Standard,wine,Still,Red,France,CHATEAU MISSION HAUT BRION Graves,10.95,118.00,France,,,,Graves,,21,546,129.2
d72s3s-001_1_6,"{824,-3587}",d72s3s-001,49,Champagnes and Sparkling Wines,Moët & Chandon Brut Impérial,0,11.65,125.82,Standard,wine,Sparkling,White,France,MOET CHANDON BRUT IMPERIAL,11.65,125.82,Chile,,,,,,4,320,0
d7388t-004_1_19,"{1091,-2833}",d7388t-004,-1,Champagnes,"Perrier Jouet, English Cuvee",1928,4.55,50.00,Fifth,wine,Sparkling,White,,English Cuvee,4.55,50.00,,,,,,,15,131,0
d75p42-003_1_3,"{481,-2380}",d75p42-003,147,,Chateau Petrus (Pomeral),1962,8.29,88.75,Standard,wine,Still,Red,France,CHATEAU PETRUS (Pomerol),34.29,88.75,France,1962,,,Pomerol,,1,107,520
d78g6p-022_1_2,"{811,-1229}",d78g6p-022,120,French Champagnes and Sparkling Wine on Sale,Marcel Pere Et Fils Brut,0,7.99,89.50,Standard,wine,Sparkling,White,France,MARCEL PERE FILS BRUT,7.99,89.50,,,,,,,3,338,0
d79w2m-013_2_17,"{318,-4372}",d79w2m-013,122,Red Bordeaux,CHATEAU GLORIA (St. Iulien),1964,3.69,39.85,Standard,wine,Still,Red,France,CHATEAU GLORIA (Saint Julien),0.85,39.85,France,,,,,,5,53,56.8
d79w2m-013_2_3,"{325,-1974}",d79w2m-013,311,Red Bordeaux,CHATEAU POTENSAC (Medoc),1964,1.99,21.50,Standard,wine,Still,Red,France,Brewis LIC CASE 311 CHATEAU POTENSAC (Medoc),1.99,21.50,France,,,,Medoc,,20,46,0
d79w2m-013_3_3,"{2078,-1970}",d79w2m-013,430,Red Bordeaux,"CHATEAU CALON SEGUR
 (St. Estephe)",1964,4.29,46.35,Standard,wine,Still,Red,France,Dollie 430 CHATEAU CALON CFCIIR,2.29,49.35,France,,,,,,31,37,40
d79w2m-025_1_1,"{194,-2103}",d79w2m-025,329,Burgandy,"BOURGOGNE ROUGE, Nicolas",1964,1.99,21.50,Standard,wine,Still,Red,France,BOURGOGNE ROUGE Nicolas,1.99,21.50,France,,red,,Bourgogne,,1,71,0
d79w2m-029_1_6,"{249,-3673}",d79w2m-029,349,Clarets of the 1962 Vintage,"CHATEAU MOUTON CADET, Baron Philippe de Rothschild",1962,3.49,37.70,Standard,wine,Still,Red,France,Baron Philippe de Rothschild,3.49,37.70,France,,,,,,22,79,0
d79w2m-029_1_8,"{242,-4265}",d79w2m-029,414,Clarets of the 1962 Vintage,CHATEAU LA LAGUNE (Ludon-Medoc),1962,3.69,39.85,Standard,wine,Still,Red,France,CHATEAU LAGUNE (Ludon Medoc),3.69,39.85,France,,,,Medoc,,4,88,0
d79w2m-030_1_3,"{369,-3038}",d79w2m-030,146*,Red Burgundies,"ALOXE CORTON, Tollot-Beaut . . .",1966,3.29,35.55,Standard,wine,Still,Red,France,ALOXE CORTON Tollot Beaut,3.29,35.55,France,,,,Aloxe Corton,,8,31,0
d79w2m-034_1_2,"{334,-1918}",d79w2m-034,541,The Wines of the Loire Valley,"SAUMUR BLANC, Plantagenets",1967,1.79,19.35,Standard,wine,Still,,France,SAUMUR BLANC Plantagenets,1.79,19.35,,1967,white,,Saumur,,1,10,0
d79w2m-034_1_23,"{351,-3944}",d79w2m-034,471,Red Wines of the Rhone Valley,"HERMITAGE, Chierpe",1964,3.99,43.10,Standard,wine,Still,Red,France,HERMITAGE Chierpe,3.99,43.10,France,1964,,,Hermitage,,1,4,0
d79w2m-034_2_17,"{2114,-3425}",d79w2m-034,505,Wines of Spain,"PINOT CHARDONNAY, Cataluna",1966,1.49,16.10,Standard,wine,Still,,Spain,PINOT CHARDONNAY Cataluna,1.49,16.10,,1966,,Pinot Chardonnay,,,1,17,0
d79w2m-034_2_23,"{2121,-3977}",d79w2m-034,579,Wines of Italy,"SOAVE, Cantina Sociale [White]",1966,1.79,19.35,Standard,wine,Still,,Italy,SOAVE Cantina Sociale (White),1.79,19.35,Italy,1966,white,,Soave,,3,21,0
d79w2m-037_2_1,"{2074,-2869}",d79w2m-037,5100,The Good 1960 and 1963 Clarets,CHATEAU LATOUR (Pauillac),1960,6.99,75.50,Standard,wine,Still,Red,France,CHATEAU LATOUR (Pauillac),6.99,75.50,France,,,,Pauillac,,0,17,0
d7g01t-025_1_36,"{507,-4671}",d7g01t-025,87,Coteaux Champenois,Charbaut Blanc de Blancs Natur,0,3.99,43.10,Standard,wine,Still,White,France,CHARBAUT BLANC DE BLANCS NATUR,31.99,43.10,,,white,,,,0,147,560
d7g59k-004_1_5,"{491,-2500}",d7g59k-004,-1,Red Burgundy,"Vosne- Romanee, Les Beaumonts",1969,59.88,0.00,Standard,wine,Still,Red,France,Vosne Romanee Les Beaumonts,59.88,,South Africa,,,,,,2,125,0
d7kw23-009_1_16,"{498,-4427}",d7kw23-009,935,Alsatian Wines,Gewurztraminer Cru Du Mamburg,1965,1.99,21.50,Standard,wine,Still,Red,France,GEWURZTRAMINER CRU MAMBURG,1.99,21.50,Italy,1965,,Gewurztraminer,,,3,20,0
d7kw23-009_1_18,"{507,-4824}",d7kw23-009,5006,From the Loire Valley,Anjou Blang (Nicolas),1966,1.69,18.25,Standard,wine,Still,Red,France,FROM THE LOIRE VALLEY,1.69,18.25,,,,,,Loire Valley,19,28,0
d7kw23-009_1_3,"{466,-2234}",d7kw23-009,470,White Wines from the Rhone Valley,St. Peray,1966,2.79,30.15,Standard,wine,Still,White,France,CHATEAUNEUF PAPE BLANC,2.99,32.30,France,1966,white,,Chateauneuf du Pape,,17,62,4
d7kw23-010_1_6,"{2027,-2077}",d7kw23-010,765,Unusual Wines (Cont'd),Apremont (Savioe),1967,2.29,24.75,Standard,wine,Still,Red,Spain,APREMONT (Savoie) 239,2.23,24.78,,1967,,,Apremont,,6,29,1.2
d7ms3r-029_1_11,"{688,-4038}",d7ms3r-029,32,French Champagnes,Lanson Brut,0,8.55,92.28,Standard,wine,Sparkling,White,France,LANSON BRUT,80.38,92.28,France,,,,,,0,226,1436.6
d7ms3r-029_2_4,"{2248,-2543}",d7ms3r-029,102,American Champagnes,Taylor Brut,0,4.70,50.76,Standard,wine,Sparkling,White,United States of America,"",4.90,22.92,,,,,,,11,186,4
d7pp4q-023_1_10,"{388,-2486}",d7pp4q-023,152,French Champagne,Bollinger Brut,0,10.95,118.26,Standard,wine,Sparkling,White,France,PERRIER JOUET BRUT,10.95,118.26,France,1971,,,,,11,28,0
d7pp4q-023_1_3,"{372,-1682}",d7pp4q-023,32,French Champagne,Lanson Black Label Brut,0,7.99,86.29,Standard,wine,Sparkling,White,France,MARCEL PERE BRUT,8.49,92.50,,1970,,,,,14,48,10
d7pp4q-023_1_9,"{384,-2434}",d7pp4q-023,121,French Champagne,Charbaut Blanc de Blancs,1972,9.99,108.00,Standard,wine,Sparkling,White,France,BOLLINGER BRUT,118.26,210.95,France,,,,,,19,24,2165.4
d7pp4q-023_2_2,"{2012,-1551}",d7pp4q-023,151,American Champagne,Gold Seal Brut (New York),0,5.49,62.50,Standard,wine,Sparkling,White,United States of America,GOLD SEAL BRUT (New York),5.49,62.50,US,,,,,New York,0,6,0
d7pp4q-023_2_4,"{2016,-1674}",d7pp4q-023,83,American Champagne,Almaden Brut (California),0,5.75,62.10,Standard,wine,Sparkling,White,United States of America,ALMADEN BRUT (California),5.75,62.10,US,,,,,California,0,6,0
d7pp4q-023_2_7,"{2032,-1909}",d7pp4q-023,127,American Champagne,Hanns Kornell Brut (California),0,6.92,78.80,Standard,wine,Sparkling,White,United States of America,HANNS KORNELL BRUT (California),6.92,78.80,,,,,,California,0,18,0
d7ps3c-002_2_6,"{2046,-4309}",d7ps3c-002,216,Other Champagnes and Sparkling Wines,"GOUIN BLANC DE BLANCS (Aniou, Loire)",,3.99,43.10,Standard,wine,Sparkling,White,France,GOUIN BLANC DE BLANCS (Anjou Loire),1.39,43.10,France,,white,,Anjou,,2,61,52
d7ps3c-006_1_12,"{1869,-5116}",d7ps3c-006,400,The Great 1964 Burgundies,CHAMBERTIN (Tortochot),1964,6.79,74.75,Standard,wine,Still,Red,France,CHAMBERTIN Tortochot,6.79,74.75,France,,,,Chambertin,,2,68,0
